Epoch,IXT 3x3,IXT 5x5,IXT 7x7,IYT 3x3,IYT 5x5,IYT 7x7
90,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
91,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
92,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
93,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
94,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
95,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
96,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
97,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
98,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
99,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437,3.316841437
